Date,Rented_Bike_Count,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning_Day,is_Holiday_WorkingDay,is_clear_weather,is_rainy_weather,is_snowy_weather,Month,Day,Weekday,DayOfYear
2017-12-01,862.0,18.0,0.6,66.0,1.4,2000.0,-5.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,1,4,335
2017-12-01,600.0,19.0,0.0,77.0,1.7,2000.0,-3.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,1,4,335
2017-12-01,426.0,20.0,-0.3,79.0,1.5,1913.0,-3.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,1,4,335
2017-12-01,405.0,21.0,-0.8,81.0,0.8,1687.0,-3.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,1,4,335
2017-12-01,398.0,22.0,-0.9,83.0,1.5,1380.0,-3.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,1,4,335
2017-12-01,323.0,23.0,-1.3,84.0,1.0,1265.0,-3.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,1,4,335
2017-12-02,328.0,0.0,-1.8,87.0,1.1,994.0,-3.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,308.0,1.0,-2.2,86.0,0.6,990.0,-4.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,262.0,2.0,-2.9,86.0,1.5,1256.0,-4.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,167.0,3.0,-3.5,81.0,2.2,1221.0,-6.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,89.0,4.0,-3.8,79.0,2.0,1167.0,-6.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,79.0,5.0,-4.0,79.0,1.5,1202.0,-7.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,70.0,6.0,-4.3,82.0,2.1,1178.0,-6.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,146.0,7.0,-4.4,81.0,2.5,1276.0,-7.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,219.0,8.0,-4.2,79.0,2.1,1436.0,-7.3,0.01,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,328.0,9.0,-2.9,68.0,1.6,1487.0,-7.9,0.3,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,334.0,10.0,-0.4,57.0,1.6,1309.0,-7.8,0.8,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,388.0,11.0,1.9,49.0,1.8,1406.0,-7.7,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,479.0,12.0,4.3,41.0,1.3,1666.0,-7.8,1.09,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,606.0,13.0,6.0,36.0,1.8,1780.0,-7.9,1.12,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,611.0,14.0,7.3,35.0,1.3,1955.0,-7.1,0.99,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,589.0,15.0,7.6,41.0,2.3,1953.0,-4.8,0.74,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,618.0,16.0,6.4,48.0,2.6,1945.0,-3.8,0.22,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,572.0,17.0,6.0,51.0,2.5,1891.0,-3.3,0.06,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,489.0,18.0,5.5,53.0,1.5,1697.0,-3.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,385.0,19.0,5.0,52.0,2.3,1666.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,359.0,20.0,4.6,51.0,1.2,1585.0,-4.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,377.0,21.0,4.1,55.0,1.2,1448.0,-4.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,354.0,22.0,3.5,54.0,1.5,1446.0,-4.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-02,366.0,23.0,4.0,56.0,1.0,1352.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,2,5,336
2017-12-03,342.0,0.0,4.0,58.0,1.4,1296.0,-3.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,227.0,1.0,3.9,69.0,1.7,485.0,-1.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,228.0,2.0,3.3,79.0,1.4,830.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,117.0,3.0,3.4,71.0,1.6,1011.0,-1.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,76.0,4.0,3.5,73.0,1.0,1060.0,-0.8,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,32.0,5.0,3.9,75.0,1.9,914.0,-0.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,13.0,6.0,3.4,86.0,2.5,278.0,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,22.0,7.0,3.1,91.0,1.2,129.0,1.7,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,85.0,8.0,3.2,92.0,1.8,244.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,152.0,9.0,3.5,91.0,1.8,231.0,2.1,0.02,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,200.0,10.0,4.4,89.0,2.2,257.0,2.7,0.24,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,273.0,11.0,5.1,87.0,1.4,321.0,3.1,0.25,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,333.0,12.0,5.8,85.0,1.7,349.0,3.4,0.43,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,495.0,13.0,6.8,81.0,1.9,390.0,3.7,0.6,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,563.0,14.0,7.6,76.0,1.2,422.0,3.6,0.69,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,621.0,15.0,8.0,73.0,1.6,433.0,3.4,0.53,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,598.0,16.0,7.6,77.0,1.6,399.0,3.8,0.2,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,545.0,17.0,6.7,82.0,1.5,358.0,3.8,0.05,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,443.0,18.0,6.0,84.0,1.9,327.0,3.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,422.0,19.0,5.7,85.0,1.7,309.0,3.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,397.0,20.0,5.2,87.0,1.4,253.0,3.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,385.0,21.0,4.7,87.0,1.2,247.0,2.7,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,350.0,22.0,4.3,89.0,1.8,201.0,2.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-03,303.0,23.0,3.9,90.0,1.3,194.0,2.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,3,6,337
2017-12-04,285.0,0.0,4.2,88.0,0.6,216.0,2.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,186.0,1.0,4.3,87.0,0.5,221.0,2.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,112.0,2.0,4.4,87.0,1.8,207.0,2.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,65.0,3.0,3.6,85.0,2.3,206.0,1.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,41.0,4.0,2.8,89.0,1.5,130.0,1.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,82.0,5.0,2.0,83.0,2.7,253.0,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,200.0,6.0,1.2,76.0,3.7,371.0,-2.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,498.0,7.0,0.2,68.0,3.4,702.0,-5.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,937.0,8.0,-0.8,69.0,3.5,954.0,-5.7,0.01,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,509.0,9.0,-1.5,47.0,4.2,1888.0,-11.3,0.22,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,311.0,10.0,-1.1,40.0,4.3999999999999995,2000.0,-13.0,0.64,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,379.0,11.0,-0.5,41.0,4.1,1799.0,-12.1,0.94,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,393.0,12.0,-0.3,38.0,4.3999999999999995,1823.0,-12.9,1.11,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,391.0,13.0,0.0,30.0,4.3999999999999995,1938.0,-15.5,1.17,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,338.0,14.0,0.1,27.0,4.3999999999999995,2000.0,-16.7,1.09,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,341.0,15.0,-0.1,25.0,4.3999999999999995,2000.0,-17.8,0.88,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,375.0,16.0,-0.2,23.0,4.3999999999999995,2000.0,-18.8,0.55,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,515.0,17.0,-1.3,26.0,4.3999999999999995,2000.0,-18.3,0.18,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,807.0,18.0,-2.1,29.0,3.9,2000.0,-17.7,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,568.0,19.0,-2.9,32.0,3.2,2000.0,-17.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,398.0,20.0,-3.6,38.0,3.0,2000.0,-15.8,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,397.0,21.0,-4.6,43.0,4.3999999999999995,2000.0,-15.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,353.0,22.0,-5.3,45.0,2.5,2000.0,-15.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-04,248.0,23.0,-5.8,44.0,2.4,2000.0,-16.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,4,0,338
2017-12-05,216.0,0.0,-6.1,42.0,2.6,2000.0,-16.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,198.0,1.0,-6.5,41.0,2.8,2000.0,-17.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,124.0,2.0,-6.8,41.0,2.5,2000.0,-17.8,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,62.0,3.0,-6.9,39.0,2.0,2000.0,-18.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,42.0,4.0,-7.2,34.0,3.0,2000.0,-20.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,82.0,5.0,-7.4,33.0,2.6,2000.0,-20.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,172.0,6.0,-7.4,34.0,3.2,2000.0,-20.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,381.0,7.0,-7.5,33.0,2.2,2000.0,-21.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,812.0,8.0,-8.1,36.0,1.6,2000.0,-20.5,0.01,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,462.0,9.0,-7.6,31.0,1.3,1974.0,-21.8,0.21,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,269.0,10.0,-5.5,26.0,2.8,1967.0,-22.0,0.64,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,334.0,11.0,-3.9,25.0,0.0,1959.0,-21.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,321.0,12.0,-2.3,25.0,0.0,1962.0,-19.7,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,325.0,13.0,-1.6,27.0,0.0,1955.0,-18.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,334.0,14.0,-1.1,28.0,0.0,2000.0,-17.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,353.0,15.0,-0.7,28.0,0.0,2000.0,-16.9,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,435.0,16.0,-0.5,30.0,0.0,2000.0,-16.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,529.0,17.0,-1.6,35.0,0.0,2000.0,-15.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,789.0,18.0,-2.6,40.0,0.0,2000.0,-14.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,597.0,19.0,-3.2,45.0,0.0,2000.0,-13.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,418.0,20.0,-3.5,46.0,0.0,2000.0,-13.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,415.0,21.0,-3.7,47.0,0.0,2000.0,-13.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,393.0,22.0,-2.8,49.0,0.0,2000.0,-12.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-05,244.0,23.0,-2.5,59.0,0.0,1210.0,-9.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,5,1,339
2017-12-06,145.0,0.0,-2.8,77.0,0.0,331.0,-6.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,144.0,1.0,-3.0,79.0,0.0,293.0,-6.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,117.0,2.0,-3.0,79.0,0.0,1862.0,-6.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,78.0,3.0,-3.2,78.0,0.0,1808.0,-6.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,58.0,4.0,-3.4,75.0,0.0,1982.0,-7.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,87.0,5.0,-3.6,76.0,0.0,1934.0,-7.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,142.0,6.0,-3.7,76.0,0.0,1864.0,-7.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,379.0,7.0,-4.2,77.0,0.0,1741.0,-7.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,802.0,8.0,-4.2,78.0,0.0,1518.0,-7.4,0.01,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,440.0,9.0,-3.3,70.0,0.0,1324.0,-7.9,0.25,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,307.0,10.0,-0.9,64.0,0.0,1224.0,-6.8,0.63,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,381.0,11.0,1.6,57.0,1.2,1261.0,-6.0,0.93,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,405.0,12.0,2.4,52.0,0.9,1224.0,-6.4,1.08,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,442.0,13.0,4.2,47.0,1.1,1469.0,-6.1,1.1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,416.0,14.0,5.5,34.0,1.0,1966.0,-9.1,0.96,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,412.0,15.0,5.5,31.0,3.1,1968.0,-10.3,0.72,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,496.0,16.0,5.3,37.0,2.9,2000.0,-8.2,0.36,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,239.0,17.0,4.1,60.0,2.5,1565.0,-2.9,0.1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,204.0,18.0,1.7,90.0,1.0,66.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,205.0,19.0,1.2,92.0,0.7,180.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,190.0,20.0,1.2,94.0,0.6,228.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,165.0,21.0,1.1,92.0,0.5,235.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,222.0,22.0,1.3,92.0,0.6,233.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-06,193.0,23.0,1.3,92.0,0.6,209.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,6,2,340
2017-12-07,198.0,0.0,1.4,92.0,0.5,240.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,218.0,1.0,1.5,92.0,0.4,227.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,149.0,2.0,1.4,92.0,0.7,168.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,102.0,3.0,1.9,91.0,1.4,218.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,62.0,4.0,1.6,92.0,0.7,119.0,0.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,83.0,5.0,1.5,92.0,1.1,175.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,137.0,6.0,1.0,93.0,0.5,148.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,367.0,7.0,0.3,93.0,0.5,173.0,-0.7,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,754.0,8.0,-0.2,96.0,0.8,173.0,-0.7,0.01,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,415.0,9.0,0.1,91.0,0.8,265.0,-1.1,0.14,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,321.0,10.0,1.1,83.0,0.7,311.0,-1.4,0.41,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,333.0,11.0,2.3,69.0,1.7,628.0,-2.8,0.63,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,431.0,12.0,3.7,65.0,2.4,833.0,-2.2,0.98,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,394.0,13.0,4.1,37.0,3.1,1767.0,-9.3,1.14,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,390.0,14.0,4.4,36.0,2.7,1975.0,-9.4,1.04,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,430.0,15.0,4.0,35.0,3.1,1962.0,-10.1,0.84,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,471.0,16.0,3.2,38.0,2.9,1817.0,-9.7,0.51,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,552.0,17.0,2.1,50.0,2.0,1434.0,-7.2,0.15,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,795.0,18.0,0.7,46.0,2.7,1558.0,-9.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,507.0,19.0,-0.4,47.0,2.5,1269.0,-10.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,390.0,20.0,-1.4,47.0,2.5,1620.0,-11.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,402.0,21.0,-2.2,46.0,2.2,1975.0,-12.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,389.0,22.0,-2.7,48.0,2.6,1844.0,-12.2,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-07,259.0,23.0,-3.2,50.0,2.1,1887.0,-12.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,7,3,341
2017-12-08,233.0,0.0,-3.5,49.0,2.6,1893.0,-12.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,230.0,1.0,-3.7,50.0,2.5,1902.0,-12.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,131.0,2.0,-4.3,53.0,1.0,1918.0,-12.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,99.0,3.0,-4.8,52.0,1.6,1978.0,-13.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,71.0,4.0,-5.3,53.0,2.4,1936.0,-13.4,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,84.0,5.0,-5.8,56.0,2.0,1941.0,-13.1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,158.0,6.0,-6.0,56.0,3.5,1853.0,-13.3,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,387.0,7.0,-6.5,57.0,0.8,1776.0,-13.6,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
2017-12-08,780.0,8.0,-7.0,59.0,0.8,1559.0,-13.6,0.01,0.0,0.0,1.0,0.0,1.0,0,0,0,0,12,8,4,342
